region,drug_name,drug_category,items_prescribed,cost,deprivation_score,shortage_incidents,pharmacy_density,year
East Staffordshire,Co-codamol,General Medicine,138,1602.13,16,150,1.63,2024
Newcastle-under-Lyme,Warfarin,Cardiovascular,589,1262.44,22,71,1.47,2023
Stoke-on-Trent,Naproxen,General Medicine,119,3445.54,27,113,2.03,2022
East Staffordshire,Nitrofurantoin,Antibiotics,394,2130.59,12,60,1.39,2023
Cannock Chase,Prednisolone,General Medicine,546,3441.74,11,194,1.38,2022
Cannock Chase,Simvastatin,Cardiovascular,63,2981.47,24,104,1.5,2022
Stafford and Surroundings,Gabapentin,General Medicine,443,1034.52,27,148,1.53,2022
Stafford and Surroundings,Doxycycline,Antibiotics,279,1016.52,23,175,1.65,2024
Stafford and Surroundings,Citalopram,Mental Health,452,4208.15,17,66,1.89,2023
Stafford and Surroundings,Codeine,General Medicine,226,2095.97,24,68,2.21,2024
Newcastle-under-Lyme,Metformin,General Medicine,419,1848.25,15,117,1.41,2022
Stafford and Surroundings,Levothyroxine,General Medicine,106,4626.08,11,177,2.38,2024
Stafford and Surroundings,Bisoprolol,Cardiovascular,232,4413.18,22,174,2.28,2024
Cannock Chase,Insulin Glargine,General Medicine,388,2526.52,16,80,1.46,2024
Stoke-on-Trent,Ibuprofen,General Medicine,310,,24,82,1.65,2022
Cannock Chase,Amlodipine,Cardiovascular,56,3875.61,23,112,1.77,2022
East Staffordshire,Co-codamol,General Medicine,270,777.33,27,120,2.04,2023
Stoke-on-Trent,Metformin,General Medicine,436,4075.79,14,98,1.93,2023
Newcastle-under-Lyme,Morphine Sulfate,General Medicine,458,2534.13,29,196,2.24,2024
Stafford and Surroundings,Paracetamol,General Medicine,572,528.15,28,179,2.43,2023
Stafford and Surroundings,Gabapentin,General Medicine,182,3927.04,17,124,2.33,2022
Stafford and Surroundings,Levothyroxine,General Medicine,118,4272.77,15,215,2.24,2024
East Staffordshire,Azithromycin,Antibiotics,416,868.77,10,205,1.59,2022
Cannock Chase,Amoxicillin,Antibiotics,486,3872.93,12,133,1.88,2024
Stafford and Surroundings,Clopidogrel,Cardiovascular,92,4828.4,15,153,2.12,2023
Stafford and Surroundings,Lansoprazole,General Medicine,491,1398.39,23,149,1.82,2022
East Staffordshire,Co-codamol,General Medicine,179,3891.62,21,172,2.27,2023
Newcastle-under-Lyme,Codeine,General Medicine,129,4119.37,15,141,1.35,2022
Cannock Chase,Fluoxetine,Mental Health,570,862.41,16,60,1.76,2023
Cannock Chase,Paracetamol,General Medicine,137,4949.57,29,167,2.42,2022
East Staffordshire,Quetiapine,Mental Health,190,4510.69,22,82,2.18,2022
Stafford and Surroundings,Lansoprazole,General Medicine,593,1480.48,23,195,2.47,2024
East Staffordshire,Paracetamol,General Medicine,95,1938.54,27,47,1.45,2023
Stafford and Surroundings,Quetiapine,Mental Health,281,2806.81,29,201,1.94,2022
Stafford and Surroundings,Insulin Glargine,General Medicine,398,2057.9,15,219,1.46,2024
East Staffordshire,Fluoxetine,Mental Health,512,4267.09,17,112,1.69,2024
Cannock Chase,Codeine,General Medicine,377,1318.11,26,175,2.25,2023
Stoke-on-Trent,Fluoxetine,Mental Health,588,457.49,29,77,2.12,2023
Newcastle-under-Lyme,Clopidogrel,Cardiovascular,230,3081.26,17,112,1.24,2022
Stoke-on-Trent,Olanzapine,Mental Health,394,2660.42,27,63,1.75,2022
Cannock Chase,Azithromycin,Antibiotics,497,2408.56,21,118,2.44,2023
Stafford and Surroundings,Methotrexate,General Medicine,391,3593.5,20,55,2.2,2023
Stafford and Surroundings,Amlodipine,Cardiovascular,59,3979.96,23,88,2.27,2024
East Staffordshire,Paracetamol,General Medicine,86,4091.47,17,61,2.31,2023
East Staffordshire,Omeprazole,General Medicine,53,4070.17,23,122,1.54,2022
Stoke-on-Trent,Gabapentin,General Medicine,331,826.03,28,126,1.48,2022
Newcastle-under-Lyme,Montelukast,General Medicine,94,3517.08,22,99,2.24,2024
Stoke-on-Trent,Fluoxetine,Mental Health,279,4507.44,28,83,1.52,2024
Cannock Chase,Naproxen,General Medicine,114,2439.08,18,110,2.33,2023
Stoke-on-Trent,Naproxen,General Medicine,272,2456.08,27,114,2.13,2024
Newcastle-under-Lyme,Codeine,General Medicine,589,1498.16,12,169,1.3,2023
Cannock Chase,Aspirin,General Medicine,257,3630.81,26,99,1.41,2024
Stafford and Surroundings,Warfarin,Cardiovascular,548,,15,83,1.88,2024
Cannock Chase,Insulin Glargine,General Medicine,516,1370.38,15,79,2.1,2022
Stafford and Surroundings,Montelukast,General Medicine,341,1709.06,27,211,1.89,2024
Newcastle-under-Lyme,Insulin Glargine,General Medicine,173,4588.37,13,141,1.74,2023
Stoke-on-Trent,Nitrofurantoin,Antibiotics,547,656.03,17,113,1.56,2022
East Staffordshire,Co-codamol,General Medicine,366,,16,205,1.82,2022
Stafford and Surroundings,Omeprazole,General Medicine,237,3141.0,20,201,2.13,2022
Stafford and Surroundings,Gabapentin,General Medicine,58,4743.18,27,49,2.29,2023
Stafford and Surroundings,Codeine,General Medicine,218,929.49,15,87,1.21,2022
Newcastle-under-Lyme,Lansoprazole,General Medicine,517,1871.1,14,208,1.73,2022
Cannock Chase,Fluoxetine,Mental Health,69,2938.99,16,136,1.84,2024
Stoke-on-Trent,Losartan,Cardiovascular,436,292.64,17,129,1.24,2022
Stoke-on-Trent,Prednisolone,General Medicine,450,1608.91,14,105,1.37,2024
Stoke-on-Trent,Olanzapine,Mental Health,223,3654.34,20,206,1.21,2024
Cannock Chase,Ibuprofen,General Medicine,506,4362.32,22,194,1.5,2022
Stafford and Surroundings,Aspirin,General Medicine,442,4931.11,22,57,1.44,2024
Stafford and Surroundings,Omeprazole,General Medicine,558,4960.75,15,98,1.73,2022
Stafford and Surroundings,Fluoxetine,Mental Health,474,3098.07,28,205,2.49,2024
Stafford and Surroundings,Nitrofurantoin,Antibiotics,93,1784.14,29,91,1.71,2022
Newcastle-under-Lyme,Sertraline,Mental Health,518,153.55,24,96,1.55,2023
Cannock Chase,Lansoprazole,General Medicine,591,858.67,19,93,1.6,2024
East Staffordshire,Tramadol,General Medicine,452,2606.29,13,115,1.98,2022
Stoke-on-Trent,Amlodipine,Cardiovascular,63,1713.31,11,43,2.02,2023
Cannock Chase,Gabapentin,General Medicine,402,1499.98,25,206,1.63,2023
Stafford and Surroundings,Clopidogrel,Cardiovascular,475,2384.11,28,106,1.87,2023
Cannock Chase,Ibuprofen,General Medicine,98,4966.47,17,141,1.97,2022
East Staffordshire,Tramadol,General Medicine,84,2603.49,17,188,1.29,2024
Stoke-on-Trent,Morphine Sulfate,General Medicine,398,2550.67,24,200,1.96,2024
Cannock Chase,Diazepam,Mental Health,531,4088.8,14,121,1.61,2022
Stoke-on-Trent,Insulin Glargine,General Medicine,568,1819.24,11,119,1.84,2023
Newcastle-under-Lyme,Methotrexate,General Medicine,189,770.04,28,210,2.48,2023
Stafford and Surroundings,Methotrexate,General Medicine,229,3693.69,11,132,1.7,2022
Newcastle-under-Lyme,Aspirin,General Medicine,289,3386.46,23,97,2.17,2024
Stafford and Surroundings,Furosemide,Cardiovascular,364,4393.32,25,148,1.97,2024
Newcastle-under-Lyme,Insulin Glargine,General Medicine,125,2198.08,27,195,1.28,2022
Stoke-on-Trent,Insulin Glargine,General Medicine,524,2742.89,10,147,2.34,2023
Stafford and Surroundings,Aspirin,General Medicine,275,2869.83,24,218,1.6,2022
East Staffordshire,Levothyroxine,General Medicine,549,4019.72,25,112,2.16,2022
Stoke-on-Trent,Doxycycline,Antibiotics,277,,23,91,1.89,2024
Cannock Chase,Diazepam,Mental Health,68,4183.54,18,207,1.57,2024
Cannock Chase,Diazepam,Mental Health,115,189.67,24,190,1.82,2022
Stoke-on-Trent,Clopidogrel,Cardiovascular,147,2326.73,18,198,1.66,2023
Stoke-on-Trent,Hydrocortisone,General Medicine,277,4895.89,11,63,2.43,2024
Stafford and Surroundings,Morphine Sulfate,General Medicine,350,4623.11,22,89,1.33,2022
Stafford and Surroundings,Montelukast,General Medicine,592,462.44,15,171,2.47,2024
East Staffordshire,Warfarin,Cardiovascular,331,4965.31,22,166,2.41,2023
Stafford and Surroundings,Metformin,General Medicine,210,3724.39,21,87,1.79,2023
Newcastle-under-Lyme,Naproxen,General Medicine,213,1540.78,25,188,1.46,2024
Newcastle-under-Lyme,Levothyroxine,General Medicine,182,289.55,27,65,1.66,2024
Cannock Chase,Olanzapine,Mental Health,216,3577.54,26,190,2.5,2022
Cannock Chase,Quetiapine,Mental Health,493,3243.53,13,139,2.4,2023
Stafford and Surroundings,Morphine Sulfate,General Medicine,317,2908.95,28,68,2.4,2022
Stafford and Surroundings,Diazepam,Mental Health,62,2147.89,10,179,1.21,2023
Stoke-on-Trent,Cetirizine,General Medicine,457,1811.37,10,184,2.31,2022
Newcastle-under-Lyme,Doxycycline,Antibiotics,295,2266.27,13,200,2.28,2022
Cannock Chase,Diazepam,Mental Health,427,256.11,29,175,1.44,2022
Stafford and Surroundings,Doxycycline,Antibiotics,437,2165.47,29,168,1.28,2022
Cannock Chase,Doxycycline,Antibiotics,143,4290.02,19,119,1.88,2022
Newcastle-under-Lyme,Metformin,General Medicine,478,394.09,15,202,2.24,2024
Stafford and Surroundings,Metformin,General Medicine,417,2003.75,10,101,1.51,2024
Stafford and Surroundings,Codeine,General Medicine,479,295.36,10,118,1.31,2022
Newcastle-under-Lyme,Furosemide,Cardiovascular,285,1701.29,13,142,1.93,2024
Cannock Chase,Pregabalin,General Medicine,392,2539.2,16,83,1.28,2024
Cannock Chase,Sertraline,Mental Health,499,4300.66,14,164,2.42,2023
Cannock Chase,Ibuprofen,General Medicine,102,1895.92,21,167,1.97,2022
Stoke-on-Trent,Naproxen,General Medicine,463,3295.77,13,176,1.74,2024
Stoke-on-Trent,Metformin,General Medicine,230,674.72,21,79,2.24,2024
East Staffordshire,Morphine Sulfate,General Medicine,327,1139.72,23,212,2.26,2023
East Staffordshire,Metformin,General Medicine,425,2384.98,11,61,2.29,2022
East Staffordshire,Furosemide,Cardiovascular,230,3325.13,14,169,2.22,2024
Stafford and Surroundings,Nitrofurantoin,Antibiotics,224,792.74,14,100,1.38,2023
Cannock Chase,Cetirizine,General Medicine,113,2178.16,24,178,2.02,2024
Stafford and Surroundings,Amlodipine,Cardiovascular,317,670.99,16,127,1.82,2024
Cannock Chase,Amlodipine,Cardiovascular,205,2175.09,17,90,1.76,2022
Newcastle-under-Lyme,Amoxicillin,Antibiotics,366,622.9,13,142,1.45,2023
Cannock Chase,Nitrofurantoin,Antibiotics,169,3189.5,10,86,1.68,2022
Newcastle-under-Lyme,Quetiapine,Mental Health,238,3648.49,29,122,1.36,2023
Stoke-on-Trent,Co-codamol,General Medicine,201,2677.98,25,120,1.4,2023
Stafford and Surroundings,Atorvastatin,Cardiovascular,359,4846.42,11,100,1.48,2024
Cannock Chase,Tramadol,General Medicine,63,1719.05,23,147,1.43,2024
Newcastle-under-Lyme,Co-codamol,General Medicine,345,3566.21,29,209,1.78,2022
Cannock Chase,Salbutamol,General Medicine,96,1634.76,28,97,1.92,2023
Cannock Chase,Warfarin,Cardiovascular,288,1119.38,21,132,1.27,2023
Newcastle-under-Lyme,Diazepam,Mental Health,56,2767.82,20,59,2.26,2024
Stoke-on-Trent,Prednisolone,General Medicine,597,3671.57,11,105,2.12,2024
Stafford and Surroundings,Citalopram,Mental Health,587,313.64,21,68,1.58,2023
Stoke-on-Trent,Naproxen,General Medicine,465,4024.63,24,210,1.22,2024
Stafford and Surroundings,Diazepam,Mental Health,399,1144.18,11,201,1.93,2024
Newcastle-under-Lyme,Montelukast,General Medicine,176,3252.15,13,79,1.73,2023
Stoke-on-Trent,Citalopram,Mental Health,497,2234.92,16,101,2.18,2024
East Staffordshire,Levothyroxine,General Medicine,132,2624.95,18,124,1.41,2023
Newcastle-under-Lyme,Omeprazole,General Medicine,419,2929.81,20,63,1.63,2024
East Staffordshire,Quetiapine,Mental Health,258,1469.72,12,170,2.48,2024
Newcastle-under-Lyme,Ramipril,Cardiovascular,252,3719.92,15,151,2.01,2024
Cannock Chase,Morphine Sulfate,General Medicine,271,1196.44,29,192,1.66,2022
Newcastle-under-Lyme,Naproxen,General Medicine,127,3385.13,18,103,1.57,2023
Stoke-on-Trent,Warfarin,Cardiovascular,396,1983.07,26,68,1.93,2023
Newcastle-under-Lyme,Hydrocortisone,General Medicine,263,4969.86,24,171,1.23,2022
Stafford and Surroundings,Insulin Glargine,General Medicine,215,3757.17,20,57,2.06,2024
Stafford and Surroundings,Furosemide,Cardiovascular,348,3416.76,10,60,1.38,2022
East Staffordshire,Bisoprolol,Cardiovascular,409,2857.87,12,78,2.3,2023
Stafford and Surroundings,Paracetamol,General Medicine,298,107.63,24,154,1.46,2022
Newcastle-under-Lyme,Hydrocortisone,General Medicine,422,2409.76,19,181,1.95,2023
Newcastle-under-Lyme,Bisoprolol,Cardiovascular,545,1783.96,19,217,1.51,2024
Newcastle-under-Lyme,Ibuprofen,General Medicine,501,3320.6,29,163,1.62,2022
Stafford and Surroundings,Citalopram,Mental Health,374,2038.94,28,206,1.77,2024
Stafford and Surroundings,Hydrocortisone,General Medicine,80,1402.51,24,187,1.97,2022
Stoke-on-Trent,Ibuprofen,General Medicine,184,4053.38,17,210,1.39,2023
Stoke-on-Trent,Simvastatin,Cardiovascular,494,3772.05,27,69,1.56,2024
Cannock Chase,Pregabalin,General Medicine,410,,22,216,1.42,2023
Stoke-on-Trent,Co-codamol,General Medicine,504,2446.94,19,183,1.28,2023
Cannock Chase,Co-codamol,General Medicine,314,1737.44,15,184,1.85,2022
Stoke-on-Trent,Aspirin,General Medicine,236,2125.66,24,164,2.08,2023
Cannock Chase,Amoxicillin,Antibiotics,138,2475.04,25,187,1.64,2023
Newcastle-under-Lyme,Azithromycin,Antibiotics,222,973.81,24,80,2.37,2022
Stafford and Surroundings,Aspirin,General Medicine,105,2373.59,14,120,2.36,2024
Cannock Chase,Hydrocortisone,General Medicine,378,775.66,25,100,2.01,2023
Cannock Chase,Citalopram,Mental Health,57,2849.55,28,156,2.0,2024
Stoke-on-Trent,Losartan,Cardiovascular,263,760.76,17,204,1.36,2022
Stafford and Surroundings,Co-codamol,General Medicine,583,433.44,21,149,2.5,2022
Newcastle-under-Lyme,Ibuprofen,General Medicine,277,592.41,17,45,1.99,2024
East Staffordshire,Doxycycline,Antibiotics,56,1986.52,21,138,1.27,2024
Stoke-on-Trent,Amlodipine,Cardiovascular,169,167.98,12,138,1.93,2024
East Staffordshire,Simvastatin,Cardiovascular,342,4372.19,10,102,1.89,2023
Cannock Chase,Amoxicillin,Antibiotics,233,4418.85,25,186,1.27,2023
Stafford and Surroundings,Sertraline,Mental Health,278,1711.54,28,179,1.81,2023
East Staffordshire,Quetiapine,Mental Health,578,2743.54,12,169,1.89,2022
Stafford and Surroundings,Nitrofurantoin,Antibiotics,398,308.1,11,163,1.27,2022
Stafford and Surroundings,Levothyroxine,General Medicine,290,293.8,23,93,1.94,2022
Newcastle-under-Lyme,Doxycycline,Antibiotics,263,1621.63,21,72,1.46,2023
Newcastle-under-Lyme,Bisoprolol,Cardiovascular,136,1837.37,13,194,2.19,2024
East Staffordshire,Insulin Glargine,General Medicine,243,4343.09,11,40,2.07,2023
Stoke-on-Trent,Amlodipine,Cardiovascular,205,515.75,28,108,2.44,2024
East Staffordshire,Codeine,General Medicine,346,4108.59,15,70,1.41,2024
East Staffordshire,Amlodipine,Cardiovascular,393,1636.25,27,199,2.14,2022
Stoke-on-Trent,Hydrocortisone,General Medicine,248,4348.04,23,59,1.75,2024
Newcastle-under-Lyme,Quetiapine,Mental Health,119,1815.82,17,104,1.58,2022
Stoke-on-Trent,Ibuprofen,General Medicine,384,1689.57,29,81,1.61,2023
Newcastle-under-Lyme,Methotrexate,General Medicine,435,4699.1,23,148,2.37,2024
East Staffordshire,Cetirizine,General Medicine,535,2393.15,28,88,1.7,2024
East Staffordshire,Montelukast,General Medicine,466,3297.35,17,80,2.4,2023
East Staffordshire,Fluoxetine,Mental Health,280,3251.77,23,209,1.22,2022
Stoke-on-Trent,Olanzapine,Mental Health,109,,20,115,1.81,2022
Stafford and Surroundings,Naproxen,General Medicine,306,1898.09,13,174,1.8,2022
Newcastle-under-Lyme,Tramadol,General Medicine,50,2283.02,24,110,1.67,2022
Stafford and Surroundings,Naproxen,General Medicine,473,688.12,11,110,2.08,2022
Newcastle-under-Lyme,Olanzapine,Mental Health,517,4160.92,28,100,2.34,2022
Stoke-on-Trent,Sertraline,Mental Health,52,1540.75,18,85,1.36,2024
Newcastle-under-Lyme,Ibuprofen,General Medicine,486,1129.78,25,152,2.45,2024
Cannock Chase,Gabapentin,General Medicine,134,4970.64,19,183,1.76,2022
Stafford and Surroundings,Amlodipine,Cardiovascular,76,1552.25,28,139,2.23,2022
Stoke-on-Trent,Ibuprofen,General Medicine,133,,16,165,1.99,2023
Cannock Chase,Co-codamol,General Medicine,437,309.32,21,165,2.27,2023
Cannock Chase,Omeprazole,General Medicine,170,3438.65,23,155,1.69,2023
Stoke-on-Trent,Paracetamol,General Medicine,100,,28,134,1.24,2023
Stoke-on-Trent,Amlodipine,Cardiovascular,178,1185.32,29,52,1.24,2024
East Staffordshire,Azithromycin,Antibiotics,597,2516.74,25,198,1.36,2023
Stoke-on-Trent,Co-codamol,General Medicine,392,2672.21,12,136,1.91,2023
Stoke-on-Trent,Losartan,Cardiovascular,581,1362.15,16,183,2.22,2022
Stoke-on-Trent,Amoxicillin,Antibiotics,65,4096.38,27,116,1.25,2023
Stafford and Surroundings,Codeine,General Medicine,524,1380.7,21,56,1.51,2024
East Staffordshire,Montelukast,General Medicine,233,3354.05,13,189,1.85,2022
Newcastle-under-Lyme,Losartan,Cardiovascular,216,238.41,16,181,2.05,2023
East Staffordshire,Doxycycline,Antibiotics,202,4728.38,27,135,2.35,2024
East Staffordshire,Prednisolone,General Medicine,451,3341.21,20,75,1.65,2022
Cannock Chase,Montelukast,General Medicine,499,4283.75,21,116,1.55,2022
East Staffordshire,Hydrocortisone,General Medicine,443,1086.82,19,173,2.18,2023
Newcastle-under-Lyme,Prednisolone,General Medicine,545,3149.29,20,174,2.43,2024
Newcastle-under-Lyme,Ramipril,Cardiovascular,308,638.63,14,71,1.23,2024
East Staffordshire,Aspirin,General Medicine,313,1375.07,21,218,1.5,2022
East Staffordshire,Clopidogrel,Cardiovascular,446,738.12,14,103,1.91,2022
Stoke-on-Trent,Azithromycin,Antibiotics,139,2399.09,20,101,1.64,2024
Newcastle-under-Lyme,Olanzapine,Mental Health,532,3943.26,19,154,2.38,2024
East Staffordshire,Gabapentin,General Medicine,155,972.62,23,40,2.5,2022
Newcastle-under-Lyme,Methotrexate,General Medicine,396,2811.15,21,160,1.93,2022
Cannock Chase,Insulin Glargine,General Medicine,195,1503.91,14,179,2.1,2022
Stafford and Surroundings,Fluoxetine,Mental Health,573,822.63,27,47,2.1,2022
East Staffordshire,Olanzapine,Mental Health,148,924.75,16,89,1.87,2023
Stafford and Surroundings,Gabapentin,General Medicine,408,,23,182,1.75,2023
Cannock Chase,Ramipril,Cardiovascular,67,3865.0,22,88,1.22,2023
Stoke-on-Trent,Quetiapine,Mental Health,568,2994.16,25,151,1.98,2023
Stafford and Surroundings,Paracetamol,General Medicine,291,1876.62,10,137,1.4,2023
Cannock Chase,Atorvastatin,Cardiovascular,94,,12,156,2.27,2023
Cannock Chase,Ramipril,Cardiovascular,254,,26,149,2.22,2022
Newcastle-under-Lyme,Naproxen,General Medicine,309,2558.07,23,123,1.75,2023
East Staffordshire,Doxycycline,Antibiotics,443,618.8,16,149,2.25,2023
East Staffordshire,Azithromycin,Antibiotics,111,2456.87,26,218,1.82,2022
Stoke-on-Trent,Diazepam,Mental Health,85,3192.6,23,112,1.55,2024
East Staffordshire,Naproxen,General Medicine,502,2275.82,26,166,2.15,2022
East Staffordshire,Doxycycline,Antibiotics,395,2387.44,20,158,2.17,2022
Stoke-on-Trent,Amlodipine,Cardiovascular,188,4839.6,11,133,2.37,2022
Stoke-on-Trent,Citalopram,Mental Health,424,1861.64,14,125,1.91,2024
Stafford and Surroundings,Warfarin,Cardiovascular,83,4105.47,21,107,1.79,2024
Cannock Chase,Prednisolone,General Medicine,430,751.99,21,142,1.55,2022
Stoke-on-Trent,Ibuprofen,General Medicine,452,4710.71,22,106,2.49,2022
Cannock Chase,Montelukast,General Medicine,530,3146.73,29,134,1.28,2022
East Staffordshire,Atorvastatin,Cardiovascular,78,1888.42,27,204,2.21,2024
Stafford and Surroundings,Co-codamol,General Medicine,599,1997.34,29,189,1.79,2022
Newcastle-under-Lyme,Olanzapine,Mental Health,75,3168.7,12,69,2.19,2022
Newcastle-under-Lyme,Warfarin,Cardiovascular,567,4314.72,28,181,2.17,2023
Cannock Chase,Aspirin,General Medicine,468,2724.87,11,95,1.55,2024
Newcastle-under-Lyme,Salbutamol,General Medicine,568,1864.76,14,212,2.25,2023
East Staffordshire,Codeine,General Medicine,339,2163.0,22,183,2.28,2024
Newcastle-under-Lyme,Sertraline,Mental Health,216,3230.88,27,187,2.15,2023
Newcastle-under-Lyme,Ibuprofen,General Medicine,230,2114.02,17,183,1.28,2022
Cannock Chase,Morphine Sulfate,General Medicine,400,2502.54,16,163,1.26,2024
Newcastle-under-Lyme,Gabapentin,General Medicine,142,4430.13,15,151,2.11,2023
Stafford and Surroundings,Methotrexate,General Medicine,487,4709.37,17,174,2.23,2024
Stafford and Surroundings,Doxycycline,Antibiotics,220,2781.53,14,192,1.86,2022
East Staffordshire,Salbutamol,General Medicine,535,2687.46,24,193,1.3,2023
Stafford and Surroundings,Lansoprazole,General Medicine,206,4556.2,24,120,2.04,2023
East Staffordshire,Olanzapine,Mental Health,151,3634.88,11,104,1.31,2023
Newcastle-under-Lyme,Pregabalin,General Medicine,201,1116.55,28,54,2.37,2022
Stoke-on-Trent,Pregabalin,General Medicine,226,3709.97,18,61,1.3,2023
East Staffordshire,Losartan,Cardiovascular,218,2639.74,19,164,1.23,2022
Cannock Chase,Furosemide,Cardiovascular,252,3678.42,17,202,1.77,2023
Cannock Chase,Sertraline,Mental Health,293,3268.72,20,175,1.84,2022
East Staffordshire,Amlodipine,Cardiovascular,71,4099.72,10,124,1.71,2024
East Staffordshire,Amlodipine,Cardiovascular,486,4107.52,28,195,2.4,2022
Newcastle-under-Lyme,Warfarin,Cardiovascular,318,3896.24,14,154,1.79,2022
East Staffordshire,Montelukast,General Medicine,143,3468.46,13,78,1.44,2024
East Staffordshire,Prednisolone,General Medicine,70,466.76,10,205,2.08,2024
Stoke-on-Trent,Codeine,General Medicine,259,2341.82,27,87,2.28,2024
Newcastle-under-Lyme,Amoxicillin,Antibiotics,495,2368.0,23,87,2.37,2022
Stoke-on-Trent,Gabapentin,General Medicine,155,1149.81,26,158,1.68,2023
Newcastle-under-Lyme,Metformin,General Medicine,327,4527.15,28,53,1.37,2022
Cannock Chase,Insulin Glargine,General Medicine,242,466.23,27,201,1.69,2024
Stoke-on-Trent,Simvastatin,Cardiovascular,91,4393.93,10,118,2.07,2023
Stoke-on-Trent,Olanzapine,Mental Health,343,3532.25,18,59,2.07,2023
Stoke-on-Trent,Furosemide,Cardiovascular,102,1281.87,18,125,1.61,2023
Cannock Chase,Naproxen,General Medicine,487,1081.64,26,77,1.64,2022
East Staffordshire,Olanzapine,Mental Health,164,3711.36,20,55,1.62,2023
Stoke-on-Trent,Co-codamol,General Medicine,263,3546.94,23,188,1.77,2023
Stoke-on-Trent,Diazepam,Mental Health,560,174.79,26,203,2.29,2024
East Staffordshire,Tramadol,General Medicine,146,813.24,17,158,2.15,2023
Stafford and Surroundings,Amoxicillin,Antibiotics,467,4929.04,10,160,2.24,2024
Cannock Chase,Ramipril,Cardiovascular,143,4962.66,15,74,1.82,2023
Stafford and Surroundings,Methotrexate,General Medicine,256,4519.48,17,82,1.54,2024
East Staffordshire,Citalopram,Mental Health,453,2148.0,16,95,1.44,2022
Stoke-on-Trent,Quetiapine,Mental Health,333,4451.11,10,55,1.34,2023
Stafford and Surroundings,Lansoprazole,General Medicine,544,1849.71,10,105,1.99,2023
Newcastle-under-Lyme,Fluoxetine,Mental Health,294,933.75,23,111,1.79,2024
Newcastle-under-Lyme,Olanzapine,Mental Health,379,2326.62,16,176,2.29,2023
Cannock Chase,Azithromycin,Antibiotics,119,4251.77,24,216,1.31,2024
East Staffordshire,Simvastatin,Cardiovascular,508,2428.3,12,69,1.44,2023
East Staffordshire,Cetirizine,General Medicine,302,207.13,17,119,2.41,2022
Stoke-on-Trent,Azithromycin,Antibiotics,71,347.27,23,199,1.76,2023
Newcastle-under-Lyme,Losartan,Cardiovascular,303,1348.76,24,151,2.31,2024
Newcastle-under-Lyme,Simvastatin,Cardiovascular,369,2360.59,17,43,1.81,2023
Newcastle-under-Lyme,Montelukast,General Medicine,374,2388.94,26,70,1.31,2024
Cannock Chase,Citalopram,Mental Health,432,2886.33,28,116,1.33,2022
Cannock Chase,Amlodipine,Cardiovascular,94,3366.29,18,120,1.73,2024
Stoke-on-Trent,Aspirin,General Medicine,346,3115.73,15,57,1.69,2024
Stafford and Surroundings,Ibuprofen,General Medicine,122,226.75,18,46,2.01,2022
Stoke-on-Trent,Cetirizine,General Medicine,359,1379.78,28,219,2.07,2022
Stafford and Surroundings,Lansoprazole,General Medicine,232,211.78,20,146,1.24,2022
Stafford and Surroundings,Ibuprofen,General Medicine,73,4020.2,14,138,1.74,2023
Stoke-on-Trent,Levothyroxine,General Medicine,496,2951.95,20,129,2.47,2024
Stafford and Surroundings,Levothyroxine,General Medicine,292,3667.08,15,110,1.28,2022
Cannock Chase,Hydrocortisone,General Medicine,465,1135.18,12,151,2.47,2024
Stoke-on-Trent,Citalopram,Mental Health,155,799.27,27,43,1.54,2024
Newcastle-under-Lyme,Methotrexate,General Medicine,449,,14,133,1.86,2022
East Staffordshire,Ramipril,Cardiovascular,349,2528.73,19,211,1.55,2024
Newcastle-under-Lyme,Furosemide,Cardiovascular,303,4629.43,16,90,1.6,2022
Stafford and Surroundings,Prednisolone,General Medicine,300,2433.98,19,93,1.72,2024
Newcastle-under-Lyme,Losartan,Cardiovascular,86,,26,114,1.92,2023
Newcastle-under-Lyme,Fluoxetine,Mental Health,194,1433.59,14,171,1.8,2024
Cannock Chase,Losartan,Cardiovascular,414,4099.54,10,139,1.36,2022
East Staffordshire,Omeprazole,General Medicine,209,4066.37,27,97,1.29,2024
Stoke-on-Trent,Doxycycline,Antibiotics,182,929.88,14,161,1.26,2023
Stafford and Surroundings,Simvastatin,Cardiovascular,426,4285.51,21,109,1.95,2023
Stoke-on-Trent,Omeprazole,General Medicine,229,4061.39,26,57,1.8,2023
Cannock Chase,Insulin Glargine,General Medicine,229,2703.62,24,65,2.32,2022
East Staffordshire,Omeprazole,General Medicine,240,2132.2,22,218,1.66,2023
Cannock Chase,Warfarin,Cardiovascular,406,3401.78,26,98,1.43,2024
Cannock Chase,Simvastatin,Cardiovascular,245,2282.16,11,157,2.18,2023
East Staffordshire,Warfarin,Cardiovascular,365,3945.35,22,101,2.37,2022
Stoke-on-Trent,Codeine,General Medicine,73,2240.89,20,174,1.79,2023
East Staffordshire,Co-codamol,General Medicine,517,2489.3,23,89,1.74,2022
Cannock Chase,Methotrexate,General Medicine,70,1546.2,19,126,1.48,2022
Newcastle-under-Lyme,Warfarin,Cardiovascular,547,207.04,14,57,2.33,2024
Stafford and Surroundings,Ramipril,Cardiovascular,170,726.62,16,188,1.53,2022
Cannock Chase,Methotrexate,General Medicine,524,2696.57,21,78,2.33,2022
East Staffordshire,Tramadol,General Medicine,208,4722.01,15,66,2.08,2024
Stafford and Surroundings,Salbutamol,General Medicine,92,1230.53,28,55,2.49,2024
